Item,Group,ParticipantNo,EventTime,WordOrder,Set,Structure,Correct,Plausible
33,1,6feeb027491e44054d7655369ae83f95,1655282325199,nonreversed,irreversible,active,correct,yes
47,1,6feeb027491e44054d7655369ae83f95,1655282327724,nonreversed,irreversible,passive,correct,yes
11,1,6feeb027491e44054d7655369ae83f95,1655282329936,nonreversed,biased,passive,correct,yes
58,1,6feeb027491e44054d7655369ae83f95,1655282331946,reversed,symmetrical,active,correct,yes
1,1,6feeb027491e44054d7655369ae83f95,1655282333776,nonreversed,biased,active,correct,yes
69,1,6feeb027491e44054d7655369ae83f95,1655282336982,nonreversed,symmetrical,active,correct,yes
50,1,6feeb027491e44054d7655369ae83f95,1655282338613,reversed,symmetrical,active,correct,yes
13,1,6feeb027491e44054d7655369ae83f95,1655282341334,nonreversed,biased,active,correct,yes
4,1,6feeb027491e44054d7655369ae83f95,1655282344766,reversed,biased,passive,correct,no
63,1,6feeb027491e44054d7655369ae83f95,1655282350389,nonreversed,symmetrical,passive,correct,yes
7,1,6feeb027491e44054d7655369ae83f95,1655282354376,nonreversed,biased,passive,correct,yes
60,1,6feeb027491e44054d7655369ae83f95,1655282357268,reversed,symmetrical,passive,incorrect,yes
43,1,6feeb027491e44054d7655369ae83f95,1655282359413,nonreversed,irreversible,passive,correct,yes
66,1,6feeb027491e44054d7655369ae83f95,1655282362216,reversed,symmetrical,active,correct,yes
27,1,6feeb027491e44054d7655369ae83f95,1655282366047,nonreversed,irreversible,passive,correct,yes
40,1,6feeb027491e44054d7655369ae83f95,1655282367987,reversed,irreversible,passive,correct,no
39,1,6feeb027491e44054d7655369ae83f95,1655282371492,nonreversed,irreversible,passive,correct,yes
15,1,6feeb027491e44054d7655369ae83f95,1655282376574,nonreversed,biased,passive,incorrect,yes
54,1,6feeb027491e44054d7655369ae83f95,1655282378361,reversed,symmetrical,active,correct,yes
28,1,6feeb027491e44054d7655369ae83f95,1655282381168,reversed,irreversible,passive,correct,no
46,1,6feeb027491e44054d7655369ae83f95,1655282385402,reversed,irreversible,active,correct,no
29,1,6feeb027491e44054d7655369ae83f95,1655282387092,nonreversed,irreversible,active,correct,yes
72,1,6feeb027491e44054d7655369ae83f95,1655282390498,reversed,symmetrical,passive,incorrect,yes
70,1,6feeb027491e44054d7655369ae83f95,1655282392362,reversed,symmetrical,active,correct,yes
44,1,6feeb027491e44054d7655369ae83f95,1655282394293,reversed,irreversible,passive,correct,no
59,1,6feeb027491e44054d7655369ae83f95,1655282401474,nonreversed,symmetrical,passive,correct,yes
38,1,6feeb027491e44054d7655369ae83f95,1655282403070,reversed,irreversible,active,correct,no
14,1,6feeb027491e44054d7655369ae83f95,1655282407860,reversed,biased,active,correct,no
23,1,6feeb027491e44054d7655369ae83f95,1655282410856,nonreversed,biased,passive,correct,yes
20,1,6feeb027491e44054d7655369ae83f95,1655282415420,reversed,biased,passive,incorrect,no
26,1,6feeb027491e44054d7655369ae83f95,1655282418739,reversed,irreversible,active,correct,no
45,1,6feeb027491e44054d7655369ae83f95,1655282421294,nonreversed,irreversible,active,correct,yes
52,1,6feeb027491e44054d7655369ae83f95,1655282424432,reversed,symmetrical,passive,correct,yes
6,1,6feeb027491e44054d7655369ae83f95,1655282428056,reversed,biased,active,correct,no
48,1,6feeb027491e44054d7655369ae83f95,1655282431760,reversed,irreversible,passive,correct,no
18,1,6feeb027491e44054d7655369ae83f95,1655282435548,reversed,biased,active,incorrect,no
31,1,6feeb027491e44054d7655369ae83f95,1655282441879,nonreversed,irreversible,passive,correct,yes
53,1,6feeb027491e44054d7655369ae83f95,1655282443685,nonreversed,symmetrical,active,correct,yes
36,2,95c25da182181a93aa3bdc5eff296000,1655285482098,nonreversed,irreversible,active,correct,yes
12,2,95c25da182181a93aa3bdc5eff296000,1655285484242,nonreversed,biased,active,correct,yes
20,2,95c25da182181a93aa3bdc5eff296000,1655285486856,nonreversed,biased,active,incorrect,yes
26,2,95c25da182181a93aa3bdc5eff296000,1655285491144,nonreversed,irreversible,passive,correct,yes
70,2,95c25da182181a93aa3bdc5eff296000,1655285504828,nonreversed,symmetrical,passive,incorrect,yes
49,2,95c25da182181a93aa3bdc5eff296000,1655285508950,reversed,symmetrical,active,correct,yes
16,2,95c25da182181a93aa3bdc5eff296000,1655285510276,nonreversed,biased,active,correct,yes
67,2,95c25da182181a93aa3bdc5eff296000,1655285514616,reversed,symmetrical,passive,correct,yes
44,2,95c25da182181a93aa3bdc5eff296000,1655285516786,nonreversed,irreversible,active,correct,yes
54,2,95c25da182181a93aa3bdc5eff296000,1655285519424,nonreversed,symmetrical,passive,correct,yes
50,2,95c25da182181a93aa3bdc5eff296000,1655285532672,nonreversed,symmetrical,passive,correct,yes
5,2,95c25da182181a93aa3bdc5eff296000,1655285537554,reversed,biased,active,incorrect,no
18,2,95c25da182181a93aa3bdc5eff296000,1655285539968,nonreversed,biased,passive,correct,yes
8,2,95c25da182181a93aa3bdc5eff296000,1655285548061,nonreversed,biased,active,correct,yes
14,2,95c25da182181a93aa3bdc5eff296000,1655285552089,nonreversed,biased,passive,correct,yes
63,2,95c25da182181a93aa3bdc5eff296000,1655285554667,reversed,symmetrical,passive,correct,yes
62,2,95c25da182181a93aa3bdc5eff296000,1655285557216,nonreversed,symmetrical,passive,correct,yes
11,2,95c25da182181a93aa3bdc5eff296000,1655285561035,reversed,biased,passive,incorrect,no
56,2,95c25da182181a93aa3bdc5eff296000,1655285568061,nonreversed,symmetrical,active,correct,yes
1,2,95c25da182181a93aa3bdc5eff296000,1655285569706,reversed,biased,active,correct,no
71,2,95c25da182181a93aa3bdc5eff296000,1655285574332,reversed,symmetrical,passive,correct,yes
30,2,95c25da182181a93aa3bdc5eff296000,1655285576100,nonreversed,irreversible,passive,correct,yes
10,2,95c25da182181a93aa3bdc5eff296000,1655285578073,nonreversed,biased,passive,correct,yes
25,2,95c25da182181a93aa3bdc5eff296000,1655285579835,reversed,irreversible,active,incorrect,no
34,2,95c25da182181a93aa3bdc5eff296000,1655285587858,nonreversed,irreversible,passive,correct,yes
53,2,95c25da182181a93aa3bdc5eff296000,1655285591291,reversed,symmetrical,active,correct,yes
15,2,95c25da182181a93aa3bdc5eff296000,1655285596146,reversed,biased,passive,correct,no
35,2,95c25da182181a93aa3bdc5eff296000,1655285606132,reversed,irreversible,passive,correct,no
31,2,95c25da182181a93aa3bdc5eff296000,1655285608704,reversed,irreversible,passive,correct,no
57,2,95c25da182181a93aa3bdc5eff296000,1655285610135,reversed,symmetrical,active,correct,yes
6,2,95c25da182181a93aa3bdc5eff296000,1655285614958,nonreversed,biased,passive,correct,yes
9,2,95c25da182181a93aa3bdc5eff296000,1655285619815,reversed,biased,active,incorrect,no
38,2,95c25da182181a93aa3bdc5eff296000,1655285622335,nonreversed,irreversible,passive,correct,yes
69,2,95c25da182181a93aa3bdc5eff296000,1655285628637,reversed,symmetrical,active,correct,yes
17,2,95c25da182181a93aa3bdc5eff296000,1655285630475,reversed,biased,active,correct,no
7,2,95c25da182181a93aa3bdc5eff296000,1655285634007,reversed,biased,passive,incorrect,no
32,2,95c25da182181a93aa3bdc5eff296000,1655285649257,nonreversed,irreversible,active,correct,yes
37,2,95c25da182181a93aa3bdc5eff296000,1655285651959,reversed,irreversible,active,correct,no
23,2,95c25da182181a93aa3bdc5eff296000,1655285654604,reversed,biased,passive,correct,no
24,2,95c25da182181a93aa3bdc5eff296000,1655285658095,nonreversed,biased,active,correct,yes
40,2,95c25da182181a93aa3bdc5eff296000,1655285661975,nonreversed,irreversible,active,correct,yes
45,2,95c25da182181a93aa3bdc5eff296000,1655285663612,reversed,irreversible,active,correct,no
51,2,95c25da182181a93aa3bdc5eff296000,1655285667520,reversed,symmetrical,passive,correct,yes
3,2,95c25da182181a93aa3bdc5eff296000,1655285672533,reversed,biased,passive,correct,no
65,2,95c25da182181a93aa3bdc5eff296000,1655285674572,reversed,symmetrical,active,correct,yes
61,2,95c25da182181a93aa3bdc5eff296000,1655285676363,reversed,symmetrical,active,correct,yes
48,2,95c25da182181a93aa3bdc5eff296000,1655285677698,nonreversed,irreversible,active,correct,yes
13,2,95c25da182181a93aa3bdc5eff296000,1655285682225,reversed,biased,active,correct,no
52,2,95c25da182181a93aa3bdc5eff296000,1655285688557,nonreversed,symmetrical,active,correct,yes
41,2,95c25da182181a93aa3bdc5eff296000,1655285690999,reversed,irreversible,active,correct,no
59,2,95c25da182181a93aa3bdc5eff296000,1655285701127,reversed,symmetrical,passive,correct,yes
27,2,95c25da182181a93aa3bdc5eff296000,1655285703243,reversed,irreversible,passive,correct,no
68,2,95c25da182181a93aa3bdc5eff296000,1655285705598,nonreversed,symmetrical,active,correct,yes
47,2,95c25da182181a93aa3bdc5eff296000,1655285707624,reversed,irreversible,passive,correct,no
72,2,95c25da182181a93aa3bdc5eff296000,1655285710334,nonreversed,symmetrical,active,correct,yes
60,2,95c25da182181a93aa3bdc5eff296000,1655285711453,nonreversed,symmetrical,active,correct,yes
21,2,95c25da182181a93aa3bdc5eff296000,1655285713901,reversed,biased,active,incorrect,no
4,2,95c25da182181a93aa3bdc5eff296000,1655285717859,nonreversed,biased,active,correct,yes
33,2,95c25da182181a93aa3bdc5eff296000,1655285719403,reversed,irreversible,active,correct,no
29,2,95c25da182181a93aa3bdc5eff296000,1655285722483,reversed,irreversible,active,correct,no
55,2,95c25da182181a93aa3bdc5eff296000,1655285724659,reversed,symmetrical,passive,correct,yes
28,2,95c25da182181a93aa3bdc5eff296000,1655285726605,nonreversed,irreversible,active,correct,yes
19,2,95c25da182181a93aa3bdc5eff296000,1655285729031,reversed,biased,passive,correct,no
39,2,95c25da182181a93aa3bdc5eff296000,1655285733396,reversed,irreversible,passive,correct,no
58,2,95c25da182181a93aa3bdc5eff296000,1655285736646,nonreversed,symmetrical,passive,correct,yes
2,2,95c25da182181a93aa3bdc5eff296000,1655285742989,nonreversed,biased,passive,correct,yes
42,2,95c25da182181a93aa3bdc5eff296000,1655285745158,nonreversed,irreversible,passive,correct,yes
66,2,95c25da182181a93aa3bdc5eff296000,1655285748592,nonreversed,symmetrical,passive,correct,yes
43,2,95c25da182181a93aa3bdc5eff296000,1655285750360,reversed,irreversible,passive,correct,no
64,2,95c25da182181a93aa3bdc5eff296000,1655285753203,nonreversed,symmetrical,active,correct,yes
46,2,95c25da182181a93aa3bdc5eff296000,1655285754452,nonreversed,irreversible,passive,correct,yes
22,2,95c25da182181a93aa3bdc5eff296000,1655285756188,nonreversed,biased,passive,correct,yes
61,3,2f6d49bd2efca4baa072e469ab542370,1655299755159,nonreversed,symmetrical,passive,correct,yes
54,3,2f6d49bd2efca4baa072e469ab542370,1655299762874,reversed,symmetrical,passive,incorrect,yes
20,3,2f6d49bd2efca4baa072e469ab542370,1655299767043,reversed,biased,active,incorrect,no
16,3,2f6d49bd2efca4baa072e469ab542370,1655299771659,reversed,biased,active,correct,no
1,3,2f6d49bd2efca4baa072e469ab542370,1655299781021,nonreversed,biased,passive,incorrect,yes
23,3,2f6d49bd2efca4baa072e469ab542370,1655299787868,nonreversed,biased,active,correct,yes
66,3,2f6d49bd2efca4baa072e469ab542370,1655299805110,reversed,symmetrical,passive,incorrect,yes
12,3,2f6d49bd2efca4baa072e469ab542370,1655299808931,reversed,biased,active,correct,no
57,3,2f6d49bd2efca4baa072e469ab542370,1655299814751,nonreversed,symmetrical,passive,correct,yes
49,3,2f6d49bd2efca4baa072e469ab542370,1655299819076,nonreversed,symmetrical,passive,correct,yes
58,3,2f6d49bd2efca4baa072e469ab542370,1655299827081,reversed,symmetrical,passive,correct,yes
47,3,2f6d49bd2efca4baa072e469ab542370,1655299829766,reversed,irreversible,active,correct,no
48,3,2f6d49bd2efca4baa072e469ab542370,1655299833580,reversed,irreversible,active,correct,no
44,3,2f6d49bd2efca4baa072e469ab542370,1655299836420,reversed,irreversible,active,correct,no
65,3,2f6d49bd2efca4baa072e469ab542370,1655299839781,nonreversed,symmetrical,passive,correct,yes
31,3,2f6d49bd2efca4baa072e469ab542370,1655299842552,nonreversed,irreversible,active,correct,yes
35,3,2f6d49bd2efca4baa072e469ab542370,1655299844562,nonreversed,irreversible,active,correct,yes
51,3,2f6d49bd2efca4baa072e469ab542370,1655299846955,nonreversed,symmetrical,active,correct,yes
41,3,2f6d49bd2efca4baa072e469ab542370,1655299851355,nonreversed,irreversible,passive,correct,yes
33,3,2f6d49bd2efca4baa072e469ab542370,1655299854199,nonreversed,irreversible,passive,correct,yes
14,3,2f6d49bd2efca4baa072e469ab542370,1655299859496,reversed,biased,passive,incorrect,no
72,3,2f6d49bd2efca4baa072e469ab542370,1655299863960,reversed,symmetrical,active,correct,yes
7,3,2f6d49bd2efca4baa072e469ab542370,1655299868858,nonreversed,biased,active,correct,yes
18,3,2f6d49bd2efca4baa072e469ab542370,1655299871952,reversed,biased,passive,correct,no
34,3,2f6d49bd2efca4baa072e469ab542370,1655299875549,reversed,irreversible,passive,correct,no
37,3,2f6d49bd2efca4baa072e469ab542370,1655299878117,nonreversed,irreversible,passive,correct,yes
5,3,2f6d49bd2efca4baa072e469ab542370,1655299884602,nonreversed,biased,passive,correct,yes
17,3,2f6d49bd2efca4baa072e469ab542370,1655299886985,nonreversed,biased,passive,correct,yes
67,3,2f6d49bd2efca4baa072e469ab542370,1655299890763,reversed,symmetrical,active,correct,yes
42,3,2f6d49bd2efca4baa072e469ab542370,1655299894836,reversed,irreversible,passive,correct,no
28,3,2f6d49bd2efca4baa072e469ab542370,1655299897744,nonreversed,irreversible,passive,correct,yes
60,3,2f6d49bd2efca4baa072e469ab542370,1655299900463,reversed,symmetrical,active,correct,yes
19,3,2f6d49bd2efca4baa072e469ab542370,1655299903126,nonreversed,biased,active,correct,yes
3,3,2f6d49bd2efca4baa072e469ab542370,1655299906203,nonreversed,biased,active,correct,yes
70,3,2f6d49bd2efca4baa072e469ab542370,1655299910026,reversed,symmetrical,passive,correct,yes
68,3,2f6d49bd2efca4baa072e469ab542370,1655299914055,reversed,symmetrical,active,correct,yes
25,3,2f6d49bd2efca4baa072e469ab542370,1655299916207,nonreversed,irreversible,passive,correct,yes
29,3,2f6d49bd2efca4baa072e469ab542370,1655299919339,nonreversed,irreversible,passive,correct,yes
21,3,2f6d49bd2efca4baa072e469ab542370,1655299921885,nonreversed,biased,passive,correct,yes
69,3,2f6d49bd2efca4baa072e469ab542370,1655299924682,nonreversed,symmetrical,passive,correct,yes
30,3,2f6d49bd2efca4baa072e469ab542370,1655299927568,reversed,irreversible,passive,correct,no
40,3,2f6d49bd2efca4baa072e469ab542370,1655299930036,reversed,irreversible,active,correct,no
2,3,2f6d49bd2efca4baa072e469ab542370,1655299933549,reversed,biased,passive,correct,no
26,3,2f6d49bd2efca4baa072e469ab542370,1655299935272,nonreversed,irreversible,active,correct,yes
55,3,2f6d49bd2efca4baa072e469ab542370,1655299937403,nonreversed,symmetrical,active,correct,yes
6,3,2f6d49bd2efca4baa072e469ab542370,1655299947657,reversed,biased,passive,correct,no
9,3,2f6d49bd2efca4baa072e469ab542370,1655299950439,nonreversed,biased,passive,correct,yes
50,3,2f6d49bd2efca4baa072e469ab542370,1655299952842,reversed,symmetrical,passive,correct,yes
45,3,2f6d49bd2efca4baa072e469ab542370,1655299957932,nonreversed,irreversible,passive,correct,yes
24,3,2f6d49bd2efca4baa072e469ab542370,1655299960871,reversed,biased,active,correct,no
43,3,2f6d49bd2efca4baa072e469ab542370,1655299962698,nonreversed,irreversible,active,correct,yes
59,3,2f6d49bd2efca4baa072e469ab542370,1655299965483,nonreversed,symmetrical,active,correct,yes
71,3,2f6d49bd2efca4baa072e469ab542370,1655299967181,reversed,symmetrical,active,correct,yes
27,3,2f6d49bd2efca4baa072e469ab542370,1655299970278,reversed,irreversible,active,correct,no
46,3,2f6d49bd2efca4baa072e469ab542370,1655299973459,reversed,irreversible,passive,correct,no
64,3,2f6d49bd2efca4baa072e469ab542370,1655299976460,nonreversed,symmetrical,passive,correct,yes
63,3,2f6d49bd2efca4baa072e469ab542370,1655299979149,nonreversed,symmetrical,active,correct,yes
36,3,2f6d49bd2efca4baa072e469ab542370,1655299980856,reversed,irreversible,active,correct,no
22,3,2f6d49bd2efca4baa072e469ab542370,1655299983632,reversed,biased,passive,correct,no
4,3,2f6d49bd2efca4baa072e469ab542370,1655299985895,reversed,biased,active,incorrect,no
39,3,2f6d49bd2efca4baa072e469ab542370,1655299987676,nonreversed,irreversible,active,correct,yes
32,3,2f6d49bd2efca4baa072e469ab542370,1655299989777,reversed,irreversible,active,correct,no
15,3,2f6d49bd2efca4baa072e469ab542370,1655299993098,nonreversed,biased,active,correct,yes
62,3,2f6d49bd2efca4baa072e469ab542370,1655299997868,nonreversed,symmetrical,active,correct,yes
10,3,2f6d49bd2efca4baa072e469ab542370,1655300000869,reversed,biased,passive,correct,no
53,3,2f6d49bd2efca4baa072e469ab542370,1655300010537,nonreversed,symmetrical,passive,correct,yes
8,3,2f6d49bd2efca4baa072e469ab542370,1655300012749,reversed,biased,active,correct,no
38,3,2f6d49bd2efca4baa072e469ab542370,1655300014781,reversed,irreversible,passive,correct,no
56,3,2f6d49bd2efca4baa072e469ab542370,1655300017712,reversed,symmetrical,active,correct,yes
52,3,2f6d49bd2efca4baa072e469ab542370,1655300020097,reversed,symmetrical,active,correct,yes
11,3,2f6d49bd2efca4baa072e469ab542370,1655300022022,nonreversed,biased,active,correct,yes
13,3,2f6d49bd2efca4baa072e469ab542370,1655300025215,nonreversed,biased,passive,correct,yes
7,4,4b2eccaf221aafa9320e61bdcd31a39b,1655312800366,reversed,biased,active,incorrect,no
72,4,4b2eccaf221aafa9320e61bdcd31a39b,1655312802692,nonreversed,symmetrical,passive,correct,yes
61,4,4b2eccaf221aafa9320e61bdcd31a39b,1655312810772,reversed,symmetrical,passive,incorrect,yes
4,4,4b2eccaf221aafa9320e61bdcd31a39b,1655312813712,nonreversed,biased,passive,correct,yes
14,4,4b2eccaf221aafa9320e61bdcd31a39b,1655312815593,nonreversed,biased,active,correct,yes
46,4,4b2eccaf221aafa9320e61bdcd31a39b,1655312817207,nonreversed,irreversible,active,correct,yes
44,4,4b2eccaf221aafa9320e61bdcd31a39b,1655312819040,nonreversed,irreversible,passive,correct,yes
8,4,4b2eccaf221aafa9320e61bdcd31a39b,1655312821349,nonreversed,biased,passive,incorrect,yes
15,4,4b2eccaf221aafa9320e61bdcd31a39b,1655312824801,reversed,biased,active,incorrect,no
37,4,4b2eccaf221aafa9320e61bdcd31a39b,1655312828007,reversed,irreversible,passive,correct,no
47,4,4b2eccaf221aafa9320e61bdcd31a39b,1655312829755,nonreversed,irreversible,active,correct,yes
34,4,4b2eccaf221aafa9320e61bdcd31a39b,1655312831806,nonreversed,irreversible,active,correct,yes
26,4,4b2eccaf221aafa9320e61bdcd31a39b,1655312834768,reversed,irreversible,passive,correct,no
49,4,4b2eccaf221aafa9320e61bdcd31a39b,1655312838014,reversed,symmetrical,passive,incorrect,yes
51,4,4b2eccaf221aafa9320e61bdcd31a39b,1655312839890,reversed,symmetrical,active,incorrect,yes
24,4,4b2eccaf221aafa9320e61bdcd31a39b,1655312845624,nonreversed,biased,passive,correct,yes
27,4,4b2eccaf221aafa9320e61bdcd31a39b,1655312848394,nonreversed,irreversible,active,correct,yes
12,4,4b2eccaf221aafa9320e61bdcd31a39b,1655312850418,nonreversed,biased,passive,correct,yes
28,4,4b2eccaf221aafa9320e61bdcd31a39b,1655312853940,reversed,irreversible,active,incorrect,yes
41,4,4b2eccaf221aafa9320e61bdcd31a39b,1655312858062,reversed,irreversible,passive,correct,no
52,4,4b2eccaf221aafa9320e61bdcd31a39b,1655312860502,nonreversed,symmetrical,passive,correct,yes
3,4,4b2eccaf221aafa9320e61bdcd31a39b,1655312863123,reversed,biased,active,correct,no
2,4,4b2eccaf221aafa9320e61bdcd31a39b,1655312865221,nonreversed,biased,active,correct,yes
67,4,4b2eccaf221aafa9320e61bdcd31a39b,1655312867201,nonreversed,symmetrical,active,correct,yes
45,4,4b2eccaf221aafa9320e61bdcd31a39b,1655312870095,reversed,irreversible,passive,correct,no
21,4,4b2eccaf221aafa9320e61bdcd31a39b,1655312872626,reversed,biased,passive,correct,no
71,4,4b2eccaf221aafa9320e61bdcd31a39b,1655312874776,nonreversed,symmetrical,active,correct,yes
5,4,4b2eccaf221aafa9320e61bdcd31a39b,1655312878718,reversed,biased,passive,correct,no
35,4,4b2eccaf221aafa9320e61bdcd31a39b,1655312880938,reversed,irreversible,active,correct,no
54,4,4b2eccaf221aafa9320e61bdcd31a39b,1655312883195,nonreversed,symmetrical,active,correct,yes
10,4,4b2eccaf221aafa9320e61bdcd31a39b,1655312885439,nonreversed,biased,active,correct,yes
68,4,4b2eccaf221aafa9320e61bdcd31a39b,1655312888415,nonreversed,symmetrical,passive,correct,yes
22,4,4b2eccaf221aafa9320e61bdcd31a39b,1655312891685,nonreversed,biased,active,correct,yes
31,4,4b2eccaf221aafa9320e61bdcd31a39b,1655312893579,reversed,irreversible,active,correct,no
43,4,4b2eccaf221aafa9320e61bdcd31a39b,1655312895064,reversed,irreversible,active,correct,no
62,4,4b2eccaf221aafa9320e61bdcd31a39b,1655312897405,reversed,symmetrical,passive,correct,yes
32,4,4b2eccaf221aafa9320e61bdcd31a39b,1655312900836,nonreversed,irreversible,passive,correct,yes
70,4,4b2eccaf221aafa9320e61bdcd31a39b,1655312903262,nonreversed,symmetrical,active,correct,yes
33,4,4b2eccaf221aafa9320e61bdcd31a39b,1655312905466,reversed,irreversible,passive,correct,no
58,4,4b2eccaf221aafa9320e61bdcd31a39b,1655312907185,nonreversed,symmetrical,active,correct,yes
65,4,4b2eccaf221aafa9320e61bdcd31a39b,1655312910298,reversed,symmetrical,passive,correct,yes
16,4,4b2eccaf221aafa9320e61bdcd31a39b,1655312912509,nonreversed,biased,passive,correct,yes
48,4,4b2eccaf221aafa9320e61bdcd31a39b,1655312916237,nonreversed,irreversible,passive,correct,yes
59,4,4b2eccaf221aafa9320e61bdcd31a39b,1655312918606,reversed,symmetrical,active,correct,yes
38,4,4b2eccaf221aafa9320e61bdcd31a39b,1655312920434,nonreversed,irreversible,active,correct,yes
36,4,4b2eccaf221aafa9320e61bdcd31a39b,1655312922446,nonreversed,irreversible,passive,correct,yes
13,4,4b2eccaf221aafa9320e61bdcd31a39b,1655312925837,reversed,biased,passive,incorrect,no
18,4,4b2eccaf221aafa9320e61bdcd31a39b,1655312928780,nonreversed,biased,active,correct,yes
55,4,4b2eccaf221aafa9320e61bdcd31a39b,1655312930616,reversed,symmetrical,active,correct,yes
17,4,4b2eccaf221aafa9320e61bdcd31a39b,1655312933181,reversed,biased,passive,correct,no
29,4,4b2eccaf221aafa9320e61bdcd31a39b,1655312936209,reversed,irreversible,passive,correct,no
53,4,4b2eccaf221aafa9320e61bdcd31a39b,1655312939441,reversed,symmetrical,passive,correct,yes
19,4,4b2eccaf221aafa9320e61bdcd31a39b,1655312941218,reversed,biased,active,correct,no
69,4,4b2eccaf221aafa9320e61bdcd31a39b,1655312946842,reversed,symmetrical,passive,correct,yes
23,4,4b2eccaf221aafa9320e61bdcd31a39b,1655312948852,reversed,biased,active,correct,no
11,4,4b2eccaf221aafa9320e61bdcd31a39b,1655312951293,reversed,biased,active,correct,no
57,4,4b2eccaf221aafa9320e61bdcd31a39b,1655312956863,reversed,symmetrical,passive,correct,yes
64,4,4b2eccaf221aafa9320e61bdcd31a39b,1655312959825,reversed,symmetrical,active,correct,yes
20,4,4b2eccaf221aafa9320e61bdcd31a39b,1655312962245,nonreversed,biased,passive,correct,yes
63,4,4b2eccaf221aafa9320e61bdcd31a39b,1655312966343,reversed,symmetrical,active,incorrect,yes
50,4,4b2eccaf221aafa9320e61bdcd31a39b,1655312969518,nonreversed,symmetrical,active,correct,yes
56,4,4b2eccaf221aafa9320e61bdcd31a39b,1655312973255,nonreversed,symmetrical,passive,correct,yes
42,4,4b2eccaf221aafa9320e61bdcd31a39b,1655312975127,nonreversed,irreversible,active,correct,yes
40,4,4b2eccaf221aafa9320e61bdcd31a39b,1655312976729,nonreversed,irreversible,passive,correct,yes
1,4,4b2eccaf221aafa9320e61bdcd31a39b,1655312979179,reversed,biased,passive,correct,no
6,4,4b2eccaf221aafa9320e61bdcd31a39b,1655312981224,nonreversed,biased,active,correct,yes
39,4,4b2eccaf221aafa9320e61bdcd31a39b,1655312983158,reversed,irreversible,active,correct,no
60,4,4b2eccaf221aafa9320e61bdcd31a39b,1655312987151,nonreversed,symmetrical,passive,correct,yes
30,4,4b2eccaf221aafa9320e61bdcd31a39b,1655312988623,nonreversed,irreversible,active,correct,yes
66,4,4b2eccaf221aafa9320e61bdcd31a39b,1655312990035,nonreversed,symmetrical,active,correct,yes
25,4,4b2eccaf221aafa9320e61bdcd31a39b,1655312991485,reversed,irreversible,passive,correct,no
9,4,4b2eccaf221aafa9320e61bdcd31a39b,1655312994684,reversed,biased,passive,incorrect,no
32,1,bc66afc30aad4791f009fbd92e2ade7a,1655319822440,reversed,irreversible,passive,correct,no
6,1,bc66afc30aad4791f009fbd92e2ade7a,1655319827401,reversed,biased,active,correct,no
16,1,bc66afc30aad4791f009fbd92e2ade7a,1655319835758,reversed,biased,passive,correct,no
3,1,bc66afc30aad4791f009fbd92e2ade7a,1655319839657,nonreversed,biased,passive,correct,yes
61,1,bc66afc30aad4791f009fbd92e2ade7a,1655319844316,nonreversed,symmetrical,active,correct,yes
36,1,bc66afc30aad4791f009fbd92e2ade7a,1655319847801,reversed,irreversible,passive,correct,no
39,1,bc66afc30aad4791f009fbd92e2ade7a,1655319854158,nonreversed,irreversible,passive,correct,yes
11,1,bc66afc30aad4791f009fbd92e2ade7a,1655319862499,nonreversed,biased,passive,correct,yes
12,1,bc66afc30aad4791f009fbd92e2ade7a,1655319871083,reversed,biased,passive,correct,no
55,1,bc66afc30aad4791f009fbd92e2ade7a,1655319874561,nonreversed,symmetrical,passive,correct,yes
63,1,bc66afc30aad4791f009fbd92e2ade7a,1655319879584,nonreversed,symmetrical,passive,incorrect,yes
23,1,bc66afc30aad4791f009fbd92e2ade7a,1655319883494,nonreversed,biased,passive,correct,yes
38,1,bc66afc30aad4791f009fbd92e2ade7a,1655319886419,reversed,irreversible,active,correct,no
45,1,bc66afc30aad4791f009fbd92e2ade7a,1655319889610,nonreversed,irreversible,active,incorrect,yes
56,1,bc66afc30aad4791f009fbd92e2ade7a,1655319895985,reversed,symmetrical,passive,correct,yes
50,1,bc66afc30aad4791f009fbd92e2ade7a,1655319900118,reversed,symmetrical,active,correct,yes
37,1,bc66afc30aad4791f009fbd92e2ade7a,1655319905404,nonreversed,irreversible,active,correct,yes
48,1,bc66afc30aad4791f009fbd92e2ade7a,1655319910745,reversed,irreversible,passive,correct,no
51,1,bc66afc30aad4791f009fbd92e2ade7a,1655319913916,nonreversed,symmetrical,passive,correct,yes
21,1,bc66afc30aad4791f009fbd92e2ade7a,1655319920999,nonreversed,biased,active,correct,yes
46,1,bc66afc30aad4791f009fbd92e2ade7a,1655319923522,reversed,irreversible,active,correct,no
24,1,bc66afc30aad4791f009fbd92e2ade7a,1655319931525,reversed,biased,passive,incorrect,no
62,1,bc66afc30aad4791f009fbd92e2ade7a,1655319935332,reversed,symmetrical,active,correct,yes
42,1,bc66afc30aad4791f009fbd92e2ade7a,1655319940435,reversed,irreversible,active,correct,no
27,1,bc66afc30aad4791f009fbd92e2ade7a,1655319944343,nonreversed,irreversible,passive,correct,yes
15,1,bc66afc30aad4791f009fbd92e2ade7a,1655319956471,nonreversed,biased,passive,correct,yes
60,1,bc66afc30aad4791f009fbd92e2ade7a,1655319962653,reversed,symmetrical,passive,correct,yes
